"id","year","month","day","from_time","to_time","court","odds","created_at","updated_at","delete_flg","apply_court","empty_court"
642,2020,5,10,15,18,"2",0.62,2020/04/01 9:05:45.492,2020/04/01 19:55:39.684,"0",5,8
643,2020,5,10,9,11,"3",0.29,2020/04/01 9:05:48.678,2020/04/01 19:55:42.302,"0",2,7
644,2020,5,10,11,13,"3",0.43,2020/04/01 9:05:48.889,2020/04/01 19:55:42.385,"0",3,7
645,2020,5,10,13,15,"3",1.43,2020/04/01 9:05:49.021,2020/04/01 19:55:42.469,"0",10,7
646,2020,5,10,15,18,"3",0.43,2020/04/01 9:05:49.157,2020/04/01 19:55:42.555,"0",3,7
647,2020,5,16,9,11,"0",2.12,2020/04/01 9:05:52.466,2020/04/01 19:55:45.598,"0",17,8
648,2020,5,16,11,13,"0",1.38,2020/04/01 9:05:52.546,2020/04/01 19:55:45.681,"0",11,8
649,2020,5,16,13,15,"0",0.75,2020/04/01 9:05:52.626,2020/04/01 19:55:45.769,"0",6,8
650,2020,5,16,15,17,"0",0.75,2020/04/01 9:05:52.718,2020/04/01 19:55:45.860,"0",6,8
651,2020,5,16,17,19,"0",0.12,2020/04/01 9:05:52.796,2020/04/01 19:55:45.944,"0",1,8
653,2020,5,16,9,11,"1",7.75,2020/04/01 9:05:55.852,2020/04/01 19:55:48.650,"0",31,4
654,2020,5,16,11,13,"1",2.25,2020/04/01 9:05:55.968,2020/04/01 19:55:48.740,"0",9,4
655,2020,5,16,13,15,"1",0.75,2020/04/01 9:05:56.116,2020/04/01 19:55:48.823,"0",3,4
656,2020,5,16,15,18,"1",0.25,2020/04/01 9:05:56.261,2020/04/01 19:55:48.920,"0",1,4
657,2020,5,16,9,11,"2",0.00,2020/04/01 9:05:59.233,2020/04/01 19:55:51.347,"0",0,8
658,2020,5,16,11,13,"2",0.38,2020/04/01 9:05:59.313,2020/04/01 19:55:51.430,"0",3,8
659,2020,5,16,13,15,"2",0.50,2020/04/01 9:05:59.396,2020/04/01 19:55:51.524,"0",4,8
660,2020,5,16,15,18,"2",3.88,2020/04/01 9:05:59.475,2020/04/01 19:55:51.612,"0",31,8
661,2020,5,16,9,11,"3",0.29,2020/04/01 9:06:02.540,2020/04/01 19:55:54.468,"0",2,7
662,2020,5,16,11,13,"3",0.57,2020/04/01 9:06:02.618,2020/04/01 19:55:54.554,"0",4,7
663,2020,5,16,13,15,"3",0.00,2020/04/01 9:06:02.698,2020/04/01 19:55:54.636,"0",0,7
664,2020,5,16,15,18,"3",0.00,2020/04/01 9:06:02.817,2020/04/01 19:55:54.722,"0",0,7
665,2020,5,17,9,11,"0",0.50,2020/04/01 9:06:06.047,2020/04/01 19:55:57.142,"0",1,2
666,2020,5,17,11,13,"0",0.00,2020/04/01 9:06:06.127,2020/04/01 19:55:57.223,"0",0,2
667,2020,5,17,13,15,"0",0.00,2020/04/01 9:06:06.212,2020/04/01 19:55:57.314,"0",0,2
668,2020,5,17,15,17,"0",0.00,2020/04/01 9:06:06.334,2020/04/01 19:55:57.402,"0",0,2
670,2020,5,17,19,21,"0",0.00,2020/04/01 9:06:06.568,2020/04/01 19:55:57.593,"0",0,8
671,2020,5,17,9,11,"1",5.50,2020/04/01 9:06:09.282,2020/04/01 19:56:00.822,"0",22,4
672,2020,5,17,11,13,"1",0.00,2020/04/01 9:06:09.361,2020/04/01 19:56:00.904,"0",0,4
673,2020,5,17,13,15,"1",0.00,2020/04/01 9:06:09.441,2020/04/01 19:56:00.986,"0",0,4
674,2020,5,17,15,18,"1",0.00,2020/04/01 9:06:09.532,2020/04/01 19:56:01.127,"0",0,4
675,2020,5,17,9,11,"2",0.75,2020/04/01 9:06:18.230,2020/04/01 19:56:08.696,"0",6,8
676,2020,5,17,11,13,"2",0.25,2020/04/01 9:06:18.305,2020/04/01 19:56:08.779,"0",2,8
677,2020,5,17,13,15,"2",0.50,2020/04/01 9:06:18.382,2020/04/01 19:56:08.863,"0",4,8
678,2020,5,17,15,18,"2",0.62,2020/04/01 9:06:18.459,2020/04/01 19:56:08.951,"0",5,8
679,2020,5,17,9,11,"3",0.43,2020/04/01 9:06:22.297,2020/04/01 19:56:11.446,"0",3,7
680,2020,5,17,11,13,"3",0.71,2020/04/01 9:06:22.394,2020/04/01 19:56:11.531,"0",5,7
681,2020,5,17,13,15,"3",0.14,2020/04/01 9:06:22.472,2020/04/01 19:56:11.616,"0",1,7
682,2020,5,17,15,18,"3",0.14,2020/04/01 9:06:22.550,2020/04/01 19:56:11.700,"0",1,7
683,2020,5,23,9,11,"0",3.50,2020/04/01 9:06:26.515,2020/04/01 19:56:14.073,"0",28,8
684,2020,5,23,11,13,"0",2.75,2020/04/01 9:06:26.619,2020/04/01 19:56:14.153,"0",22,8
685,2020,5,23,13,15,"0",3.00,2020/04/01 9:06:26.710,2020/04/01 19:56:14.249,"0",24,8
686,2020,5,23,15,17,"0",2.75,2020/04/01 9:06:26.788,2020/04/01 19:56:14.333,"0",22,8
687,2020,5,23,17,19,"0",0.12,2020/04/01 9:06:26.867,2020/04/01 19:56:14.417,"0",1,8
688,2020,5,23,19,21,"0",0.00,2020/04/01 9:06:26.946,2020/04/01 19:56:14.508,"0",0,8
689,2020,5,23,9,11,"1",2.94,2020/04/01 9:07:09.540,2020/04/01 19:56:16.762,"0",47,16
691,2020,5,23,13,15,"1",0.81,2020/04/01 9:07:09.841,2020/04/01 19:56:16.953,"0",13,16
692,2020,5,23,15,18,"1",0.06,2020/04/01 9:07:09.971,2020/04/01 19:56:17.053,"0",1,16
693,2020,5,23,9,11,"2",0.00,2020/04/01 9:07:13.584,2020/04/01 19:56:19.537,"0",0,8
694,2020,5,23,11,13,"2",0.12,2020/04/01 9:07:13.704,2020/04/01 19:56:19.621,"0",1,8
695,2020,5,23,13,15,"2",3.12,2020/04/01 9:07:13.793,2020/04/01 19:56:19.705,"0",25,8
696,2020,5,23,15,18,"2",3.12,2020/04/01 9:07:13.892,2020/04/01 19:56:19.789,"0",25,8
697,2020,5,23,9,11,"3",0.29,2020/04/01 9:07:17.805,2020/04/01 19:56:22.167,"0",2,7
698,2020,5,23,11,13,"3",2.29,2020/04/01 9:07:17.917,2020/04/01 19:56:22.250,"0",16,7
699,2020,5,23,13,15,"3",0.00,2020/04/01 9:07:18.016,2020/04/01 19:56:22.333,"0",0,7
700,2020,5,23,15,18,"3",0.14,2020/04/01 9:07:18.159,2020/04/01 19:56:22.415,"0",1,7
701,2020,5,24,9,11,"0",6.75,2020/04/01 9:07:22.221,2020/04/01 19:56:24.805,"0",54,8
702,2020,5,24,11,13,"0",0.12,2020/04/01 9:07:22.312,2020/04/01 19:56:24.887,"0",1,8
703,2020,5,24,13,15,"0",0.00,2020/04/01 9:07:22.402,2020/04/01 19:56:24.982,"0",0,8
704,2020,5,24,15,17,"0",0.00,2020/04/01 9:07:22.478,2020/04/01 19:56:25.064,"0",0,8
706,2020,5,24,19,21,"0",0.00,2020/04/01 9:07:22.634,2020/04/01 19:56:25.229,"0",0,8
707,2020,5,24,9,11,"1",4.12,2020/04/01 9:07:27.287,2020/04/01 19:56:27.660,"0",33,8
708,2020,5,24,11,13,"1",0.00,2020/04/01 9:07:27.483,2020/04/01 19:56:27.745,"0",0,8
709,2020,5,24,13,15,"1",0.25,2020/04/01 9:07:27.593,2020/04/01 19:56:27.852,"0",2,8
710,2020,5,24,15,18,"1",0.50,2020/04/01 9:07:27.694,2020/04/01 19:56:27.940,"0",4,8
711,2020,5,24,9,11,"2",1.12,2020/04/01 9:07:31.877,2020/04/01 19:56:30.115,"0",9,8
712,2020,5,24,11,13,"2",1.00,2020/04/01 9:07:31.995,2020/04/01 19:56:30.201,"0",8,8
713,2020,5,24,13,15,"2",2.12,2020/04/01 9:07:32.074,2020/04/01 19:56:30.349,"0",17,8
714,2020,5,24,15,18,"2",2.12,2020/04/01 9:07:32.154,2020/04/01 19:56:30.432,"0",17,8
715,2020,5,24,9,11,"3",0.43,2020/04/01 9:07:35.793,2020/04/01 19:56:32.814,"0",3,7
716,2020,5,24,11,13,"3",3.14,2020/04/01 9:07:35.872,2020/04/01 19:56:32.895,"0",22,7
717,2020,5,24,13,15,"3",0.14,2020/04/01 9:07:35.950,2020/04/01 19:56:32.981,"0",1,7
718,2020,5,24,15,18,"3",0.86,2020/04/01 9:07:36.027,2020/04/01 19:56:33.065,"0",6,7
719,2020,5,30,9,11,"0",1.50,2020/04/01 9:07:38.772,2020/04/01 19:56:35.529,"0",12,8
720,2020,5,30,11,13,"0",0.62,2020/04/01 9:07:38.856,2020/04/01 19:56:35.614,"0",5,8
721,2020,5,30,13,15,"0",0.00,2020/04/01 9:07:38.944,2020/04/01 19:56:35.700,"0",0,8
722,2020,5,30,15,17,"0",0.00,2020/04/01 9:07:39.024,2020/04/01 19:56:35.790,"0",0,8
723,2020,5,30,17,19,"0",0.12,2020/04/01 9:07:39.104,2020/04/01 19:56:35.875,"0",1,8
725,2020,5,30,9,11,"1",10.50,2020/04/01 9:07:41.818,2020/04/01 19:57:03.075,"0",42,4
726,2020,5,30,11,13,"1",3.50,2020/04/01 9:07:41.980,2020/04/01 19:57:03.164,"0",14,4
727,2020,5,30,13,15,"1",1.00,2020/04/01 9:07:42.124,2020/04/01 19:57:03.249,"0",4,4
728,2020,5,30,15,18,"1",0.25,2020/04/01 9:07:42.203,2020/04/01 19:57:03.334,"0",1,4
729,2020,5,30,9,11,"2",0.12,2020/04/01 9:07:45.021,2020/04/01 19:57:06.054,"0",1,8
730,2020,5,30,11,13,"2",0.12,2020/04/01 9:07:45.147,2020/04/01 19:57:06.134,"0",1,8
731,2020,5,30,13,15,"2",1.25,2020/04/01 9:07:45.227,2020/04/01 19:57:06.218,"0",10,8
732,2020,5,30,15,18,"2",0.62,2020/04/01 9:07:45.306,2020/04/01 19:57:06.301,"0",5,8
733,2020,5,30,9,11,"3",3.14,2020/04/01 9:07:47.999,2020/04/01 19:57:08.626,"0",22,7
734,2020,5,30,11,13,"3",2.14,2020/04/01 9:07:48.078,2020/04/01 19:57:08.736,"0",15,7
735,2020,5,30,13,15,"3",0.71,2020/04/01 9:07:48.157,2020/04/01 19:57:08.824,"0",5,7
736,2020,5,30,15,18,"3",0.86,2020/04/01 9:07:48.238,2020/04/01 19:57:08.919,"0",6,7
521,2020,5,2,9,11,"0",0.75,2020/04/01 9:03:43.714,2020/04/01 19:54:06.168,"0",6,8
530,2020,5,2,15,18,"1",0.19,2020/04/01 9:03:49.583,2020/04/01 19:54:09.647,"0",3,16
549,2020,5,3,9,11,"2",3.88,2020/04/01 9:04:06.690,2020/04/01 19:54:23.760,"0",31,8
563,2020,5,4,9,11,"1",0.50,2020/04/01 9:04:16.527,2020/04/01 19:54:32.572,"0",2,4
574,2020,5,4,15,18,"3",0.38,2020/04/01 9:04:23.936,2020/04/01 19:54:38.589,"0",3,8
595,2020,5,6,13,15,"0",0.00,2020/04/01 9:04:47.592,2020/04/01 19:54:54.094,"0",0,8
616,2020,5,9,19,21,"0",0.00,2020/04/01 9:05:12.870,2020/04/01 19:55:20.859,"0",0,8
635,2020,5,10,9,11,"1",2.62,2020/04/01 9:05:40.098,2020/04/01 19:55:36.229,"0",42,16
652,2020,5,16,19,21,"0",0.00,2020/04/01 9:05:52.877,2020/04/01 19:55:46.027,"0",0,8
669,2020,5,17,17,19,"0",0.00,2020/04/01 9:06:06.458,2020/04/01 19:55:57.485,"0",0,8
690,2020,5,23,11,13,"1",1.06,2020/04/01 9:07:09.675,2020/04/01 19:56:16.870,"0",17,16
705,2020,5,24,17,19,"0",0.00,2020/04/01 9:07:22.555,2020/04/01 19:56:25.147,"0",0,8
724,2020,5,30,19,21,"0",0.00,2020/04/01 9:07:39.183,2020/04/01 19:56:35.958,"0",0,8
737,2020,5,31,9,11,"0",2.88,2020/04/01 9:07:50.922,2020/04/01 19:57:11.530,"0",23,8
738,2020,5,31,11,13,"0",2.88,2020/04/01 9:07:51.002,2020/04/01 19:57:11.614,"0",23,8
739,2020,5,31,13,15,"0",0.00,2020/04/01 9:07:51.081,2020/04/01 19:57:11.694,"0",0,8
740,2020,5,31,15,17,"0",0.00,2020/04/01 9:07:51.159,2020/04/01 19:57:11.795,"0",0,8
741,2020,5,31,17,19,"0",0.00,2020/04/01 9:07:51.292,2020/04/01 19:57:11.878,"0",0,8
742,2020,5,31,19,21,"0",0.00,2020/04/01 9:07:51.416,2020/04/01 19:57:11.975,"0",0,8
743,2020,5,31,9,11,"1",2.31,2020/04/01 9:07:55.048,2020/04/01 19:57:14.679,"0",37,16
744,2020,5,31,11,13,"1",0.44,2020/04/01 9:07:55.126,2020/04/01 19:57:14.762,"0",7,16
745,2020,5,31,13,15,"1",0.31,2020/04/01 9:07:55.207,2020/04/01 19:57:14.844,"0",5,16
746,2020,5,31,15,18,"1",0.31,2020/04/01 9:07:55.285,2020/04/01 19:57:14.928,"0",5,16
747,2020,5,31,9,11,"2",0.88,2020/04/01 9:07:58.093,2020/04/01 19:57:17.939,"0",7,8
748,2020,5,31,11,13,"2",0.12,2020/04/01 9:07:58.178,2020/04/01 19:57:18.023,"0",1,8
749,2020,5,31,13,15,"2",0.50,2020/04/01 9:07:58.263,2020/04/01 19:57:18.106,"0",4,8
750,2020,5,31,15,18,"2",0.50,2020/04/01 9:07:58.343,2020/04/01 19:57:18.191,"0",4,8
751,2020,5,31,9,11,"3",2.57,2020/04/01 9:08:01.055,2020/04/01 19:57:20.914,"0",18,7
752,2020,5,31,11,13,"3",3.43,2020/04/01 9:08:01.171,2020/04/01 19:57:21.003,"0",24,7
753,2020,5,31,13,15,"3",0.71,2020/04/01 9:08:01.276,2020/04/01 19:57:21.088,"0",5,7
754,2020,5,31,15,18,"3",0.86,2020/04/01 9:08:01.354,2020/04/01 19:57:21.170,"0",6,7
864,2020,7,5,17,19,"3",11.00,2020/06/06 13:03:15.332,2020/06/06 13:03:15.332,"0",44,4
865,2020,7,11,9,11,"0",12.25,2020/06/06 13:03:17.514,2020/06/06 13:03:17.514,"0",49,4
866,2020,7,11,13,15,"0",16.00,2020/06/06 13:03:17.599,2020/06/06 13:03:17.599,"0",64,4
867,2020,7,11,17,19,"0",5.75,2020/06/06 13:03:17.705,2020/06/06 13:03:17.705,"0",23,4
868,2020,7,11,11,13,"1",13.25,2020/06/06 13:03:19.948,2020/06/06 13:03:19.948,"0",106,8
869,2020,7,11,15,17,"1",10.38,2020/06/06 13:03:20.024,2020/06/06 13:03:20.024,"0",83,8
870,2020,7,11,9,11,"3",49.25,2020/06/06 13:03:28.257,2020/06/06 13:03:28.257,"0",197,4
871,2020,7,11,13,15,"3",24.25,2020/06/06 13:03:28.355,2020/06/06 13:03:28.355,"0",97,4
872,2020,7,11,17,19,"3",6.75,2020/06/06 13:03:28.443,2020/06/06 13:03:28.443,"0",27,4
873,2020,7,12,9,11,"0",19.00,2020/06/06 13:03:30.766,2020/06/06 13:03:30.766,"0",76,4
874,2020,7,12,13,15,"0",16.75,2020/06/06 13:03:30.851,2020/06/06 13:03:30.851,"0",67,4
875,2020,7,12,17,19,"0",11.50,2020/06/06 13:03:30.928,2020/06/06 13:03:30.928,"0",46,4
876,2020,7,12,11,13,"1",15.62,2020/06/06 13:03:33.126,2020/06/06 13:03:33.126,"0",125,8
877,2020,7,12,15,17,"1",13.62,2020/06/06 13:03:33.205,2020/06/06 13:03:33.205,"0",109,8
878,2020,7,12,9,11,"3",13.25,2020/06/06 13:03:41.576,2020/06/06 13:03:41.576,"0",53,4
879,2020,7,12,13,15,"3",8.00,2020/06/06 13:03:41.666,2020/06/06 13:03:41.666,"0",32,4
880,2020,7,12,17,19,"3",7.25,2020/06/06 13:03:41.742,2020/06/06 13:03:41.742,"0",29,4
881,2020,7,18,9,11,"0",11.75,2020/06/06 13:03:43.811,2020/06/06 13:03:43.811,"0",47,4
882,2020,7,18,13,15,"0",13.50,2020/06/06 13:03:43.889,2020/06/06 13:03:43.889,"0",54,4
883,2020,7,18,17,19,"0",5.50,2020/06/06 13:03:43.968,2020/06/06 13:03:43.968,"0",22,4
884,2020,7,18,11,13,"1",11.88,2020/06/06 13:03:46.083,2020/06/06 13:03:46.083,"0",95,8
885,2020,7,18,15,17,"1",6.62,2020/06/06 13:03:46.162,2020/06/06 13:03:46.162,"0",53,8
886,2020,7,18,9,11,"3",17.75,2020/06/06 13:03:54.402,2020/06/06 13:03:54.402,"0",71,4
887,2020,7,18,13,15,"3",12.50,2020/06/06 13:03:54.587,2020/06/06 13:03:54.587,"0",50,4
888,2020,7,18,17,19,"3",10.00,2020/06/06 13:03:54.662,2020/06/06 13:03:54.662,"0",40,4
889,2020,7,19,9,11,"0",13.50,2020/06/06 13:03:56.740,2020/06/06 13:03:56.740,"0",54,4
890,2020,7,19,13,15,"0",7.00,2020/06/06 13:03:56.817,2020/06/06 13:03:56.817,"0",28,4
891,2020,7,19,17,19,"0",17.25,2020/06/06 13:03:56.896,2020/06/06 13:03:56.897,"0",69,4
892,2020,7,19,11,13,"1",10.50,2020/06/06 13:03:58.983,2020/06/06 13:03:58.983,"0",84,8
893,2020,7,19,15,17,"1",10.62,2020/06/06 13:03:59.059,2020/06/06 13:03:59.059,"0",85,8
894,2020,7,19,9,11,"3",25.25,2020/06/06 13:04:07.459,2020/06/06 13:04:07.459,"0",101,4
895,2020,7,19,13,15,"3",9.25,2020/06/06 13:04:07.536,2020/06/06 13:04:07.536,"0",37,4
848,2020,7,4,9,11,"0",10.75,2020/06/06 13:02:55.169,2020/06/06 13:02:55.169,"0",43,4
849,2020,7,4,13,15,"0",15.00,2020/06/06 13:02:55.412,2020/06/06 13:02:55.412,"0",60,4
850,2020,7,4,17,19,"0",6.25,2020/06/06 13:02:55.492,2020/06/06 13:02:55.492,"0",25,4
851,2020,7,4,11,13,"1",14.88,2020/06/06 13:02:57.490,2020/06/06 13:02:57.490,"0",119,8
852,2020,7,4,15,17,"1",7.88,2020/06/06 13:02:57.569,2020/06/06 13:02:57.569,"0",63,8
853,2020,7,4,9,11,"3",14.00,2020/06/06 13:03:06.028,2020/06/06 13:03:06.028,"0",56,4
854,2020,7,4,13,15,"3",13.75,2020/06/06 13:03:06.106,2020/06/06 13:03:06.106,"0",55,4
896,2020,7,19,17,19,"3",6.25,2020/06/06 13:04:07.610,2020/06/06 13:04:07.610,"0",25,4
897,2020,7,23,9,11,"0",5.50,2020/06/06 13:04:10.086,2020/06/06 13:04:10.086,"0",22,4
898,2020,7,23,13,15,"0",9.00,2020/06/06 13:04:10.196,2020/06/06 13:04:10.196,"0",36,4
899,2020,7,23,17,19,"0",2.75,2020/06/06 13:04:10.274,2020/06/06 13:04:10.274,"0",11,4
900,2020,7,23,11,13,"1",4.38,2020/06/06 13:04:12.407,2020/06/06 13:04:12.407,"0",35,8
901,2020,7,23,15,17,"1",5.62,2020/06/06 13:04:12.494,2020/06/06 13:04:12.494,"0",45,8
902,2020,7,23,9,11,"2",9.00,2020/06/06 13:04:14.707,2020/06/06 13:04:14.707,"0",36,4
903,2020,7,23,13,15,"2",6.75,2020/06/06 13:04:14.783,2020/06/06 13:04:14.783,"0",27,4
904,2020,7,23,17,19,"2",3.25,2020/06/06 13:04:14.863,2020/06/06 13:04:14.863,"0",13,4
905,2020,7,23,9,11,"3",10.25,2020/06/06 13:04:17.029,2020/06/06 13:04:17.029,"0",41,4
906,2020,7,23,13,15,"3",11.50,2020/06/06 13:04:17.106,2020/06/06 13:04:17.106,"0",46,4
907,2020,7,23,17,19,"3",4.25,2020/06/06 13:04:17.181,2020/06/06 13:04:17.181,"0",17,4
908,2020,7,24,9,11,"0",3.50,2020/06/06 13:04:19.355,2020/06/06 13:04:19.355,"0",14,4
909,2020,7,24,13,15,"0",3.00,2020/06/06 13:04:19.461,2020/06/06 13:04:19.461,"0",12,4
910,2020,7,24,17,19,"0",3.25,2020/06/06 13:04:19.538,2020/06/06 13:04:19.538,"0",13,4
911,2020,7,24,11,13,"1",4.88,2020/06/06 13:04:21.770,2020/06/06 13:04:21.770,"0",39,8
912,2020,7,24,15,17,"1",3.50,2020/06/06 13:04:21.853,2020/06/06 13:04:21.853,"0",28,8
913,2020,7,24,9,11,"2",14.00,2020/06/06 13:04:23.784,2020/06/06 13:04:23.784,"0",56,4
914,2020,7,24,13,15,"2",4.25,2020/06/06 13:04:23.862,2020/06/06 13:04:23.863,"0",17,4
915,2020,7,24,17,19,"2",2.25,2020/06/06 13:04:23.943,2020/06/06 13:04:23.943,"0",9,4
916,2020,7,24,9,11,"3",6.75,2020/06/06 13:04:26.138,2020/06/06 13:04:26.138,"0",27,4
917,2020,7,24,13,15,"3",6.75,2020/06/06 13:04:26.215,2020/06/06 13:04:26.215,"0",27,4
918,2020,7,24,17,19,"3",3.50,2020/06/06 13:04:26.292,2020/06/06 13:04:26.292,"0",14,4
919,2020,7,25,9,11,"0",10.75,2020/06/06 13:04:28.784,2020/06/06 13:04:28.784,"0",43,4
920,2020,7,25,13,15,"0",13.25,2020/06/06 13:04:28.869,2020/06/06 13:04:28.869,"0",53,4
855,2020,7,4,17,19,"3",8.75,2020/06/06 13:03:06.187,2020/06/06 13:03:06.187,"0",35,4
856,2020,7,5,9,11,"0",19.25,2020/06/06 13:03:08.549,2020/06/06 13:03:08.549,"0",77,4
857,2020,7,5,13,15,"0",13.75,2020/06/06 13:03:08.628,2020/06/06 13:03:08.629,"0",55,4
858,2020,7,5,17,19,"0",15.75,2020/06/06 13:03:08.720,2020/06/06 13:03:08.720,"0",63,4
859,2020,7,5,11,13,"1",13.00,2020/06/06 13:03:10.932,2020/06/06 13:03:10.932,"0",104,8
860,2020,7,5,15,17,"1",19.12,2020/06/06 13:03:11.010,2020/06/06 13:03:11.010,"0",153,8
861,2020,7,5,9,11,"2",8.50,2020/06/06 13:03:13.050,2020/06/06 13:03:13.050,"0",34,4
862,2020,7,5,9,11,"3",13.00,2020/06/06 13:03:15.160,2020/06/06 13:03:15.160,"0",52,4
863,2020,7,5,13,15,"3",23.00,2020/06/06 13:03:15.255,2020/06/06 13:03:15.255,"0",92,4
921,2020,7,25,17,19,"0",11.75,2020/06/06 13:04:28.947,2020/06/06 13:04:28.947,"0",47,4
922,2020,7,25,11,13,"1",9.12,2020/06/06 13:04:31.227,2020/06/06 13:04:31.227,"0",73,8
923,2020,7,25,15,17,"1",5.75,2020/06/06 13:04:31.305,2020/06/06 13:04:31.305,"0",46,8
924,2020,7,25,9,11,"2",19.25,2020/06/06 13:04:33.341,2020/06/06 13:04:33.341,"0",77,4
925,2020,7,25,13,15,"2",24.25,2020/06/06 13:04:33.418,2020/06/06 13:04:33.418,"0",97,4
926,2020,7,25,17,19,"2",4.25,2020/06/06 13:04:33.496,2020/06/06 13:04:33.496,"0",17,4
927,2020,7,25,9,11,"3",8.50,2020/06/06 13:04:35.859,2020/06/06 13:04:35.859,"0",34,4
928,2020,7,25,13,15,"3",22.75,2020/06/06 13:04:35.938,2020/06/06 13:04:35.938,"0",91,4
929,2020,7,25,17,19,"3",4.75,2020/06/06 13:04:36.012,2020/06/06 13:04:36.012,"0",19,4
930,2020,7,26,9,11,"0",16.25,2020/06/06 13:04:38.212,2020/06/06 13:04:38.212,"0",65,4
931,2020,7,26,13,15,"0",18.00,2020/06/06 13:04:38.287,2020/06/06 13:04:38.287,"0",72,4
932,2020,7,26,17,19,"0",3.75,2020/06/06 13:04:38.363,2020/06/06 13:04:38.363,"0",15,4
933,2020,7,26,11,13,"1",10.38,2020/06/06 13:04:40.559,2020/06/06 13:04:40.559,"0",83,8
934,2020,7,26,15,17,"1",9.88,2020/06/06 13:04:40.658,2020/06/06 13:04:40.658,"0",79,8
935,2020,7,26,9,11,"2",30.75,2020/06/06 13:04:42.747,2020/06/06 13:04:42.747,"0",123,4
936,2020,7,26,13,15,"2",20.25,2020/06/06 13:04:42.844,2020/06/06 13:04:42.844,"0",81,4
937,2020,7,26,17,19,"2",6.75,2020/06/06 13:04:42.920,2020/06/06 13:04:42.920,"0",27,4
938,2020,7,26,9,11,"3",26.75,2020/06/06 13:04:45.092,2020/06/06 13:04:45.092,"0",107,4
939,2020,7,26,13,15,"3",9.25,2020/06/06 13:04:45.174,2020/06/06 13:04:45.174,"0",37,4
940,2020,7,26,17,19,"3",4.50,2020/06/06 13:04:45.249,2020/06/06 13:04:45.249,"0",18,4
945,2020,8,1,15,17,"0",5.50,2020/07/05 8:06:42.060,2020/07/08 7:09:53.074,"0",22,4
946,2020,8,1,19,21,"0",3.00,2020/07/05 8:06:42.254,2020/07/08 7:09:53.240,"0",12,4
948,2020,8,1,11,13,"1",6.25,2020/07/05 8:06:44.569,2020/07/08 7:09:56.044,"0",50,8
943,2020,8,1,17,19,"0",9.25,2020/07/05 7:57:09.796,2020/07/08 7:09:53.158,"0",37,4
947,2020,8,1,9,11,"1",10.00,2020/07/05 8:06:44.473,2020/07/08 7:09:55.955,"0",80,8
949,2020,8,1,13,15,"1",5.62,2020/07/05 8:06:44.648,2020/07/08 7:09:56.129,"0",45,8
950,2020,8,1,15,18,"1",11.50,2020/07/05 8:06:44.729,2020/07/08 7:09:56.216,"0",92,8
952,2020,8,1,11,13,"2",5.75,2020/07/05 8:06:46.896,2020/07/08 7:09:59.800,"0",23,4
953,2020,8,1,13,15,"2",5.00,2020/07/05 8:06:46.977,2020/07/08 7:09:59.895,"0",20,4
954,2020,8,1,15,18,"2",5.75,2020/07/05 8:06:47.060,2020/07/08 7:09:59.982,"0",23,4
955,2020,8,1,9,11,"3",17.50,2020/07/05 8:06:49.233,2020/07/08 7:10:02.677,"0",70,4
956,2020,8,1,11,13,"3",13.00,2020/07/05 8:06:49.313,2020/07/08 7:10:02.770,"0",52,4
957,2020,8,1,13,15,"3",8.25,2020/07/05 8:06:49.395,2020/07/08 7:10:02.861,"0",33,4
958,2020,8,1,15,18,"3",20.00,2020/07/05 8:06:49.475,2020/07/08 7:10:02.949,"0",80,4
959,2020,8,2,9,11,"0",12.50,2020/07/05 8:06:51.506,2020/07/08 7:10:08.128,"0",50,4
960,2020,8,2,11,13,"0",8.00,2020/07/05 8:06:51.593,2020/07/08 7:10:08.256,"0",32,4
961,2020,8,2,13,15,"0",3.25,2020/07/05 8:06:51.673,2020/07/08 7:10:08.336,"0",13,4
962,2020,8,2,15,17,"0",10.50,2020/07/05 8:06:51.752,2020/07/08 7:10:08.420,"0",42,4
963,2020,8,2,17,19,"0",6.00,2020/07/05 8:06:51.830,2020/07/08 7:10:08.505,"0",24,4
964,2020,8,2,19,21,"0",1.00,2020/07/05 8:06:51.909,2020/07/08 7:10:08.590,"0",4,4
965,2020,8,2,9,11,"1",12.25,2020/07/05 8:06:53.982,2020/07/08 7:10:11.206,"0",98,8
966,2020,8,2,11,13,"1",7.00,2020/07/05 8:06:54.059,2020/07/08 7:10:11.308,"0",56,8
967,2020,8,2,13,15,"1",6.00,2020/07/05 8:06:54.135,2020/07/08 7:10:11.500,"0",48,8
968,2020,8,2,15,18,"1",18.12,2020/07/05 8:06:54.213,2020/07/08 7:10:11.606,"0",145,8
969,2020,8,2,9,11,"2",11.25,2020/07/05 8:06:56.276,2020/07/08 7:10:14.575,"0",45,4
970,2020,8,2,11,13,"2",7.25,2020/07/05 8:06:56.357,2020/07/08 7:10:14.653,"0",29,4
971,2020,8,2,13,15,"2",3.25,2020/07/05 8:06:56.434,2020/07/08 7:10:14.732,"0",13,4
972,2020,8,2,15,18,"2",12.75,2020/07/05 8:06:56.511,2020/07/08 7:10:14.809,"0",51,4
973,2020,8,2,9,11,"3",21.50,2020/07/05 8:06:58.416,2020/07/08 7:10:17.497,"0",86,4
974,2020,8,2,11,13,"3",10.25,2020/07/05 8:06:58.492,2020/07/08 7:10:17.584,"0",41,4
