"id","card_id","year","month","day","from_time","to_time","court","created_at","updated_at","delete_flg","draw_conf_flg"
825,"86281391",2021,1,30,9,11,"0",2020/12/04 13:30:57.486,2020/12/14 15:05:34.459,"0","1"
828,"84808001",2021,1,9,9,11,"3",2020/12/04 14:46:21.878,2020/12/14 14:50:03.597,"0","1"
829,"86329053",2021,1,9,9,11,"3",2020/12/04 14:46:34.362,2020/12/14 14:50:16.938,"0","1"
830,"86560751",2021,1,9,9,11,"3",2020/12/04 14:46:48.530,2020/12/14 14:50:30.317,"0","1"
831,"87242690",2021,1,9,9,11,"3",2020/12/04 14:47:06.207,2020/12/14 14:50:43.567,"0","1"
832,"87328268",2021,1,9,9,11,"3",2020/12/04 14:47:19.116,2020/12/14 14:50:56.911,"0","1"
833,"86585448",2021,1,9,9,11,"3",2020/12/04 14:47:34.354,2020/12/14 14:51:10.273,"0","1"
834,"86314238",2021,1,10,13,16,"2",2020/12/04 14:47:48.581,2020/12/14 14:51:23.741,"0","1"
835,"86814995",2021,1,10,13,16,"2",2020/12/04 14:48:05.166,2020/12/14 14:51:37.225,"0","1"
836,"86818777",2021,1,10,13,16,"2",2020/12/04 14:48:19.260,2020/12/14 14:51:50.672,"0","1"
837,"87086314",2021,1,10,13,16,"2",2020/12/04 14:48:30.737,2020/12/14 14:52:04.017,"0","1"
838,"87088869",2021,1,10,13,16,"2",2020/12/04 14:48:42.090,2020/12/14 14:52:17.326,"0","1"
839,"86936700",2021,1,16,13,16,"1",2020/12/04 14:48:53.843,2020/12/14 14:52:30.398,"0","1"
840,"86949751",2021,1,16,13,16,"1",2020/12/04 14:49:05.673,2020/12/14 14:52:43.609,"0","1"
841,"86936711",2021,1,16,13,16,"1",2020/12/04 14:49:17.023,2020/12/14 14:52:56.103,"0","1"
842,"86329044",2021,1,16,13,16,"1",2020/12/04 14:49:28.690,2020/12/14 14:53:09.612,"0","1"
843,"86757664",2021,1,16,13,16,"1",2020/12/04 14:49:40.309,2020/12/14 14:53:21.797,"0","1"
844,"86757673",2021,1,16,13,16,"1",2020/12/04 14:49:51.808,2020/12/14 14:53:35.073,"0","1"
845,"87483716",2021,1,24,9,11,"3",2020/12/04 14:50:03.730,2020/12/14 14:53:48.498,"0","1"
846,"87692956",2021,1,24,9,11,"3",2020/12/04 14:50:15.054,2020/12/14 14:54:01.743,"0","1"
847,"87900844",2021,1,24,9,11,"3",2020/12/04 14:50:26.337,2020/12/14 14:54:14.911,"0","1"
848,"87780761",2021,1,24,9,11,"3",2020/12/04 14:50:37.936,2020/12/14 14:54:27.986,"0","1"
849,"87911153",2021,1,24,9,11,"3",2020/12/04 14:50:49.812,2020/12/14 14:54:40.095,"0","1"
850,"87788826",2021,1,24,9,11,"3",2020/12/04 14:51:01.365,2020/12/14 14:54:53.277,"0","1"
826,"87540706",2021,1,30,9,11,"0",2020/12/04 13:31:12.079,2020/12/14 15:05:47.648,"0","1"
827,"87531153",2021,1,30,9,11,"0",2020/12/04 13:31:25.451,2020/12/14 15:06:00.936,"0","1"
851,"85033445",2021,2,13,9,11,"0",2021/01/05 20:01:28.755,2021/01/14 11:43:21.804,"0","1"
852,"84948513",2021,2,13,9,11,"0",2021/01/05 20:01:46.159,2021/01/14 11:43:35.560,"0","1"
853,"86947691",2021,2,13,9,11,"0",2021/01/05 20:01:59.066,2021/01/14 11:43:49.016,"0","1"
854,"87259413",2021,2,13,9,11,"0",2021/01/05 20:02:13.536,2021/01/14 11:44:02.300,"0","1"
855,"87259422",2021,2,13,9,11,"0",2021/01/05 20:02:56.356,2021/01/14 11:44:15.630,"0","1"
856,"84134418",2021,2,13,9,11,"0",2021/01/05 20:03:16.718,2021/01/14 11:44:28.627,"0","1"
857,"86315881",2021,2,13,9,11,"0",2021/01/05 20:03:32.100,2021/01/14 11:44:41.952,"0","1"
858,"83920187",2021,2,13,9,11,"0",2021/01/05 20:03:45.865,2021/01/14 11:44:55.287,"0","1"
859,"86243996",2021,2,13,9,11,"0",2021/01/05 20:03:58.393,2021/01/14 11:45:07.610,"0","1"
860,"86583243",2021,2,13,9,11,"0",2021/01/05 20:04:13.132,2021/01/14 11:45:21.058,"0","1"
861,"86583931",2021,2,13,9,11,"0",2021/01/05 20:04:28.249,2021/01/14 11:45:34.433,"0","1"
862,"87328259",2021,2,23,13,16,"1",2021/01/05 20:04:43.065,2021/01/14 11:45:47.559,"0","1"
863,"87328230",2021,2,23,13,16,"1",2021/01/05 20:04:57.644,2021/01/14 11:46:00.926,"0","1"
864,"87542606",2021,2,23,13,16,"1",2021/01/05 20:05:12.574,2021/01/14 11:46:13.951,"0","1"
865,"87542615",2021,2,23,13,16,"1",2021/01/05 20:05:28.432,2021/01/14 11:46:27.139,"0","1"
866,"86576180",2021,2,23,13,16,"1",2021/01/05 20:05:43.270,2021/01/14 11:46:40.395,"0","1"
867,"86573853",2021,2,23,13,16,"1",2021/01/05 20:05:56.637,2021/01/14 11:46:53.610,"0","1"
868,"85634420",2021,2,23,13,16,"1",2021/01/05 20:06:11.813,2021/01/14 11:47:06.821,"0","1"
869,"86817740",2021,2,23,13,16,"1",2021/01/05 20:06:26.677,2021/01/14 11:47:20.078,"0","1"
870,"87058372",2021,2,23,13,16,"1",2021/01/05 20:06:40.542,2021/01/14 11:47:33.443,"0","1"
871,"87244251",2021,2,23,13,16,"1",2021/01/05 20:06:55.769,2021/01/14 11:47:46.585,"0","1"
872,"87244438",2021,2,23,13,16,"1",2021/01/05 20:07:09.915,2021/01/14 11:47:59.616,"0","1"
873,"87244447",2021,2,23,13,16,"1",2021/01/05 20:07:23.930,2021/01/14 11:48:12.833,"0","1"
874,"86146771",2021,2,23,13,16,"1",2021/01/05 20:07:39.778,2021/01/14 11:48:26.063,"0","1"
875,"85632487",2021,2,23,13,16,"1",2021/01/05 20:07:55.667,2021/01/14 11:48:39.142,"0","1"
876,"86601338",2021,2,23,13,16,"1",2021/01/05 20:08:09.630,2021/01/14 11:48:52.312,"0","1"
877,"87107166",2021,2,23,13,16,"1",2021/01/05 20:08:23.480,2021/01/14 11:49:04.330,"0","1"
878,"86280178",2021,2,23,13,16,"1",2021/01/05 20:08:37.518,2021/01/14 11:49:17.743,"0","1"
879,"86281391",2021,2,23,13,16,"1",2021/01/05 20:08:48.872,2021/01/14 11:49:30.992,"0","1"
880,"87540706",2021,2,23,13,16,"1",2021/01/05 20:09:02.497,2021/01/14 11:49:44.392,"0","1"
881,"87531153",2021,2,23,13,16,"1",2021/01/05 20:09:15.815,2021/01/14 11:49:57.645,"0","1"
882,"84808001",2021,2,13,9,11,"0",2021/01/05 20:26:03.272,2021/01/14 12:00:59.702,"0","1"
883,"86329053",2021,2,13,9,11,"0",2021/01/05 20:26:20.766,2021/01/14 12:01:12.887,"0","1"
884,"86560751",2021,2,13,9,11,"0",2021/01/05 20:26:36.522,2021/01/14 12:01:26.150,"0","1"
885,"87242690",2021,2,13,9,11,"0",2021/01/05 20:27:05.977,2021/01/14 12:01:38.774,"0","1"
886,"87328268",2021,2,13,9,11,"0",2021/01/05 20:27:33.426,2021/01/14 12:01:52.274,"0","1"
887,"86585448",2021,2,13,9,11,"0",2021/01/05 20:27:47.861,2021/01/14 12:02:05.482,"0","1"
888,"86314238",2021,2,13,9,11,"0",2021/01/05 20:28:01.844,2021/01/14 12:02:18.822,"0","1"
889,"86814995",2021,2,13,9,11,"0",2021/01/05 20:28:15.897,2021/01/14 12:02:32.130,"0","1"
890,"86818777",2021,2,13,9,11,"0",2021/01/05 20:28:30.047,2021/01/14 12:02:45.278,"0","1"
891,"87086314",2021,2,13,9,11,"0",2021/01/05 20:28:43.805,2021/01/14 12:02:58.398,"0","1"
892,"87088869",2021,2,13,9,11,"0",2021/01/05 20:28:58.170,2021/01/14 12:03:10.822,"0","1"
893,"86936700",2021,2,23,13,16,"1",2021/01/05 20:29:11.982,2021/01/14 12:03:23.983,"0","1"
894,"86949751",2021,2,23,13,16,"1",2021/01/05 20:29:26.871,2021/01/14 12:03:37.417,"0","1"
895,"86936711",2021,2,23,13,16,"1",2021/01/05 20:29:41.399,2021/01/14 12:03:50.694,"0","1"
896,"86329044",2021,2,23,13,16,"1",2021/01/05 20:29:56.494,2021/01/14 12:04:04.091,"0","1"
897,"86757664",2021,2,23,13,16,"1",2021/01/05 20:30:11.952,2021/01/14 12:04:17.417,"0","1"
898,"86757673",2021,2,23,13,16,"1",2021/01/05 20:30:26.968,2021/01/14 12:04:30.788,"0","1"
899,"87483716",2021,2,23,13,16,"1",2021/01/05 20:30:42.952,2021/01/14 12:04:44.019,"0","1"
900,"87692956",2021,2,23,13,16,"1",2021/01/05 20:30:57.398,2021/01/14 12:04:57.327,"0","1"
901,"87900844",2021,2,23,13,16,"1",2021/01/05 20:31:11.440,2021/01/14 12:05:10.502,"0","1"
902,"87780761",2021,2,23,13,16,"1",2021/01/05 20:31:25.231,2021/01/14 12:05:23.616,"0","1"
903,"87911153",2021,2,23,13,16,"1",2021/01/05 20:31:43.542,2021/01/14 12:05:36.736,"0","1"
904,"87788826",2021,2,23,13,16,"1",2021/01/05 20:31:57.701,2021/01/14 12:05:49.958,"0","1"
906,"84948513",2021,3,13,9,11,"0",2021/02/04 20:58:33.939,2021/02/14 9:14:42.497,"0","1"
907,"86947691",2021,3,13,9,11,"0",2021/02/04 20:58:43.085,2021/02/14 9:14:55.817,"0","1"
908,"87259413",2021,3,13,9,11,"0",2021/02/04 20:58:54.008,2021/02/14 9:15:08.119,"0","1"
909,"87259422",2021,3,13,9,11,"0",2021/02/04 20:59:05.426,2021/02/14 9:15:20.319,"0","1"
910,"84134418",2021,3,13,9,11,"0",2021/02/04 20:59:14.511,2021/02/14 9:15:33.618,"0","1"
935,"84808001",2021,3,6,15,17,"2",2021/02/04 21:14:37.315,2021/02/04 21:31:47.054,"1","0"
936,"86329053",2021,3,6,15,17,"2",2021/02/04 21:14:48.318,2021/02/04 21:31:53.608,"1","0"
937,"86560751",2021,3,6,15,17,"2",2021/02/04 21:14:59.114,2021/02/04 21:32:00.453,"1","0"
938,"87242690",2021,3,6,15,17,"2",2021/02/04 21:15:10.111,2021/02/04 21:32:07.205,"1","0"
939,"87328268",2021,3,6,15,17,"2",2021/02/04 21:15:20.846,2021/02/04 21:32:14.241,"1","0"
940,"86585448",2021,3,6,15,17,"2",2021/02/04 21:15:31.743,2021/02/04 21:32:20.803,"1","0"
941,"86314238",2021,3,7,13,15,"3",2021/02/04 21:15:43.146,2021/02/04 21:32:39.768,"1","0"
942,"86814995",2021,3,7,13,15,"3",2021/02/04 21:15:55.268,2021/02/04 21:32:46.918,"1","0"
943,"86818777",2021,3,7,13,15,"3",2021/02/04 21:16:06.972,2021/02/14 9:08:34.836,"0","1"
944,"87086314",2021,3,7,13,15,"3",2021/02/04 21:16:18.069,2021/02/14 9:08:52.270,"0","1"
945,"87088869",2021,3,7,13,15,"3",2021/02/04 21:16:28.808,2021/02/14 9:09:05.572,"0","1"
946,"86936700",2021,3,7,13,15,"3",2021/02/04 21:16:40.636,2021/02/14 9:09:18.969,"0","1"
947,"86949751",2021,3,14,9,11,"1",2021/02/04 21:16:51.957,2021/02/14 9:09:32.302,"0","1"
948,"86936711",2021,3,14,9,11,"1",2021/02/04 21:17:02.948,2021/02/14 9:09:45.533,"0","1"
949,"86329044",2021,3,6,15,17,"2",2021/02/04 21:17:27.860,2021/02/14 9:09:58.246,"0","1"
950,"86757664",2021,3,6,15,17,"2",2021/02/04 21:17:52.882,2021/02/14 9:10:11.498,"0","1"
951,"86757673",2021,3,6,15,17,"2",2021/02/04 21:18:04.003,2021/02/14 9:10:24.872,"0","1"
952,"87483716",2021,3,6,15,17,"2",2021/02/04 21:18:16.243,2021/02/14 9:10:38.108,"0","1"
953,"87692956",2021,3,6,15,17,"2",2021/02/04 21:18:27.633,2021/02/14 9:10:51.393,"0","1"
954,"87900844",2021,3,6,15,17,"2",2021/02/04 21:18:38.864,2021/02/14 9:11:04.725,"0","1"
955,"87911153",2021,3,6,15,17,"2",2021/02/04 21:23:46.214,2021/02/14 9:11:18.010,"0","1"
956,"87788826",2021,3,7,13,15,"3",2021/02/04 21:23:57.443,2021/02/14 9:11:31.404,"0","1"
957,"84808001",2021,3,14,9,11,"1",2021/02/04 21:33:05.140,2021/02/14 9:11:43.440,"0","1"
958,"86329053",2021,3,14,9,11,"1",2021/02/04 21:33:14.104,2021/02/14 9:11:56.728,"0","1"
959,"86560751",2021,3,14,9,11,"1",2021/02/04 21:33:23.447,2021/02/14 9:12:09.928,"0","1"
960,"87242690",2021,3,14,9,11,"1",2021/02/04 21:33:32.666,2021/02/14 9:12:23.267,"0","1"
961,"87328268",2021,3,20,15,17,"3",2021/02/04 21:35:32.129,2021/02/14 9:12:36.680,"0","1"
962,"86585448",2021,3,20,15,17,"3",2021/02/04 21:35:44.753,2021/02/14 9:12:50.108,"0","1"
963,"86314238",2021,3,20,15,17,"3",2021/02/04 21:35:56.224,2021/02/14 9:13:03.286,"0","1"
964,"86814995",2021,3,20,15,17,"3",2021/02/04 21:36:08.175,2021/02/14 9:13:16.746,"0","1"
905,"85033445",2021,3,13,9,11,"0",2021/02/04 20:57:49.663,2021/02/14 9:14:29.006,"0","1"
911,"86315881",2021,3,13,9,11,"0",2021/02/04 20:59:23.527,2021/02/14 9:15:47.074,"0","1"
912,"83920187",2021,3,13,9,11,"0",2021/02/04 20:59:34.647,2021/02/14 9:15:59.433,"0","1"
913,"86583243",2021,3,13,9,11,"0",2021/02/04 20:59:52.684,2021/02/14 9:16:12.906,"0","1"
914,"86583931",2021,3,13,9,11,"0",2021/02/04 21:00:04.787,2021/02/14 9:16:26.505,"0","1"
915,"87328259",2021,3,13,9,11,"0",2021/02/04 21:00:16.483,2021/02/14 9:16:39.988,"0","1"
916,"87328230",2021,3,13,9,11,"0",2021/02/04 21:00:27.563,2021/02/14 9:16:56.369,"0","1"
917,"87542606",2021,3,13,9,11,"0",2021/02/04 21:00:38.687,2021/02/14 9:17:09.565,"0","1"
918,"87542615",2021,3,13,9,11,"0",2021/02/04 21:00:49.690,2021/02/14 9:17:22.780,"0","1"
919,"86576180",2021,3,13,9,11,"0",2021/02/04 21:01:00.719,2021/02/14 9:17:36.531,"0","1"
920,"86573853",2021,3,28,13,15,"2",2021/02/04 21:01:11.718,2021/02/14 9:17:49.895,"0","1"
921,"85634420",2021,3,28,13,15,"2",2021/02/04 21:04:15.325,2021/02/14 9:18:03.391,"0","1"
922,"86817740",2021,3,28,13,15,"2",2021/02/04 21:04:26.343,2021/02/14 9:18:16.612,"0","1"
923,"87058372",2021,3,28,13,15,"2",2021/02/04 21:04:37.265,2021/02/14 9:18:30.229,"0","1"
924,"87244251",2021,3,28,13,15,"2",2021/02/04 21:04:48.389,2021/02/14 9:18:42.232,"0","1"
925,"87244438",2021,3,28,13,15,"2",2021/02/04 21:04:59.868,2021/02/14 9:18:55.358,"0","1"
926,"87244447",2021,3,28,13,15,"2",2021/02/04 21:05:11.864,2021/02/14 9:19:08.530,"0","1"
927,"86146771",2021,3,28,13,15,"2",2021/02/04 21:05:23.808,2021/02/14 9:19:21.657,"0","1"
928,"85632487",2021,3,28,13,15,"2",2021/02/04 21:05:35.026,2021/02/14 9:19:34.831,"0","1"
929,"86601338",2021,3,28,13,15,"2",2021/02/04 21:05:46.407,2021/02/14 9:19:48.157,"0","1"
930,"87107166",2021,3,28,13,15,"2",2021/02/04 21:05:55.278,2021/02/14 9:20:01.521,"0","1"
931,"86280178",2021,3,28,13,15,"2",2021/02/04 21:06:06.670,2021/02/14 9:20:14.848,"0","1"
932,"86281391",2021,3,28,13,15,"2",2021/02/04 21:06:15.619,2021/02/14 9:20:28.340,"0","1"
933,"87540706",2021,3,28,13,15,"2",2021/02/04 21:06:26.586,2021/02/14 9:20:40.911,"0","1"
934,"87531153",2021,3,28,13,15,"2",2021/02/04 21:06:38.184,2021/02/14 9:20:54.071,"0","1"
965,"85033445",2021,4,11,9,11,"2",2021/03/08 13:22:37.759,2021/03/14 9:15:52.722,"0","1"
966,"84948513",2021,4,11,9,11,"2",2021/03/08 13:22:48.092,2021/03/14 9:16:09.718,"0","1"
967,"86947691",2021,4,11,9,11,"2",2021/03/08 13:22:57.742,2021/03/14 9:16:26.654,"0","1"
968,"87259413",2021,4,11,9,11,"2",2021/03/08 13:23:09.481,2021/03/14 9:16:40.598,"0","1"
969,"87259422",2021,4,11,9,11,"2",2021/03/08 13:23:22.887,2021/03/14 9:16:54.296,"0","1"
970,"84134418",2021,4,11,9,11,"2",2021/03/08 13:23:32.996,2021/03/14 9:17:16.200,"0","1"
971,"86315881",2021,4,11,9,11,"2",2021/03/08 13:23:42.158,2021/03/14 9:17:30.374,"0","1"
972,"83920187",2021,4,11,9,11,"2",2021/03/08 13:23:54.148,2021/03/14 9:17:45.921,"0","1"
973,"86583243",2021,4,11,9,11,"2",2021/03/08 13:24:06.388,2021/03/14 9:17:59.696,"0","1"
974,"86583931",2021,4,11,9,11,"2",2021/03/08 13:24:19.099,2021/03/14 9:18:13.652,"0","1"
975,"87328259",2021,4,11,9,11,"2",2021/03/08 13:24:32.439,2021/03/14 9:18:28.522,"0","1"
976,"87328230",2021,4,11,9,11,"2",2021/03/08 13:24:45.286,2021/03/14 9:18:42.364,"0","1"
977,"87542606",2021,4,11,9,11,"2",2021/03/08 13:24:57.378,2021/03/14 9:18:55.904,"0","1"
978,"87542615",2021,4,11,9,11,"2",2021/03/08 13:25:09.304,2021/03/14 9:19:10.122,"0","1"
979,"86576180",2021,4,11,9,11,"2",2021/03/08 13:25:20.764,2021/03/14 9:19:30.587,"0","1"
980,"86573853",2021,4,11,9,11,"2",2021/03/08 13:25:33.194,2021/03/14 9:19:45.377,"0","1"
981,"85634420",2021,4,11,9,11,"2",2021/03/08 13:25:46.112,2021/03/14 9:19:59.904,"0","1"
982,"86817740",2021,4,24,9,11,"0",2021/03/08 13:25:59.223,2021/03/14 9:20:16.603,"0","1"
983,"87058372",2021,4,24,9,11,"0",2021/03/08 13:26:11.014,2021/03/14 9:20:31.116,"0","1"
984,"87244251",2021,4,24,9,11,"0",2021/03/08 13:26:33.504,2021/03/14 9:20:44.368,"0","1"
985,"87244438",2021,4,24,9,11,"0",2021/03/08 13:26:57.344,2021/03/14 9:20:56.684,"0","1"
986,"87244447",2021,4,24,9,11,"0",2021/03/08 13:27:09.432,2021/03/14 9:21:10.169,"0","1"
987,"86146771",2021,4,24,9,11,"0",2021/03/08 13:27:22.422,2021/03/14 9:21:23.670,"0","1"
988,"85632487",2021,4,24,9,11,"0",2021/03/08 13:27:33.815,2021/03/14 9:21:37.168,"0","1"
989,"86601338",2021,4,24,9,11,"0",2021/03/08 13:27:45.294,2021/03/14 9:21:51.743,"0","1"
990,"87107166",2021,4,24,9,11,"0",2021/03/08 13:27:55.102,2021/03/14 9:22:05.219,"0","1"
991,"86280178",2021,4,24,9,11,"0",2021/03/08 13:28:09.067,2021/03/14 9:22:18.630,"0","1"
992,"86281391",2021,4,24,9,11,"0",2021/03/08 13:28:19.196,2021/03/14 9:22:32.109,"0","1"
993,"87540706",2021,4,24,9,11,"0",2021/03/08 13:28:31.317,2021/03/14 9:22:45.488,"0","1"
994,"87531153",2021,4,24,9,11,"0",2021/03/08 13:28:43.555,2021/03/14 9:22:58.399,"0","1"
1003,"86818777",2021,4,4,15,17,"3",2021/03/08 13:51:33.614,2021/03/14 9:23:12.685,"0","1"
995,"84808001",2021,4,3,15,17,"2",2021/03/08 13:50:04.062,2021/03/14 9:25:23.811,"0","1"
996,"86329053",2021,4,3,15,17,"2",2021/03/08 13:50:15.743,2021/03/14 9:25:37.492,"0","1"
997,"86560751",2021,4,3,15,17,"2",2021/03/08 13:50:27.047,2021/03/14 9:25:51.208,"0","1"
998,"87242690",2021,4,3,15,17,"2",2021/03/08 13:50:38.487,2021/03/14 9:26:03.845,"0","1"
999,"87328268",2021,4,3,15,17,"2",2021/03/08 13:50:49.906,2021/03/14 9:26:17.382,"0","1"
1000,"86585448",2021,4,3,15,17,"2",2021/03/08 13:51:01.335,2021/03/14 9:26:32.287,"0","1"
1001,"86314238",2021,4,3,15,17,"2",2021/03/08 13:51:12.772,2021/03/14 9:26:46.075,"0","1"
1002,"86814995",2021,4,3,15,17,"2",2021/03/08 13:51:24.176,2021/03/14 9:27:00.462,"0","1"
1004,"87086314",2021,4,4,15,17,"3",2021/03/08 13:51:46.005,2021/03/14 9:27:14.935,"0","1"
1005,"87088869",2021,4,4,15,17,"3",2021/03/08 13:51:57.730,2021/03/14 9:27:29.047,"0","1"
1006,"86936700",2021,4,4,15,17,"3",2021/03/08 13:52:10.137,2021/03/14 9:27:42.913,"0","1"
1007,"86949751",2021,4,4,15,17,"3",2021/03/08 13:52:21.319,2021/03/14 9:27:57.005,"0","1"
1008,"86936711",2021,4,4,15,17,"3",2021/03/08 13:52:32.802,2021/03/14 9:28:12.029,"0","1"
1009,"86329044",2021,4,4,15,17,"3",2021/03/08 13:52:42.511,2021/03/14 9:28:25.990,"0","1"
1010,"86757664",2021,4,10,15,17,"2",2021/03/08 13:52:53.853,2021/03/14 9:28:40.162,"0","1"
1011,"86757673",2021,4,10,15,17,"2",2021/03/08 13:53:05.491,2021/03/14 9:28:54.218,"0","1"
1012,"87483716",2021,4,10,15,17,"2",2021/03/08 13:53:16.947,2021/03/14 9:29:07.909,"0","1"
1013,"87692956",2021,4,10,15,17,"2",2021/03/08 13:53:28.238,2021/03/14 9:29:22.008,"0","1"
1014,"87900844",2021,4,10,15,17,"2",2021/03/08 13:53:39.554,2021/03/14 9:29:35.811,"0","1"
1015,"87780761",2021,4,10,15,17,"2",2021/03/08 13:53:53.065,2021/03/14 9:29:49.323,"0","1"
1016,"87911153",2021,4,10,15,17,"2",2021/03/08 13:54:05.388,2021/03/14 9:30:03.361,"0","1"
1017,"87788826",2021,4,10,15,17,"2",2021/03/08 13:54:17.300,2021/03/14 9:30:17.250,"0","1"
1018,"85033445",2021,5,16,9,11,"2",2021/04/03 10:44:03.855,2021/04/14 8:13:24.426,"0","1"
1019,"84948513",2021,5,16,9,11,"2",2021/04/03 10:44:17.279,2021/04/14 8:13:40.837,"0","1"
1020,"87259413",2021,5,16,9,11,"2",2021/04/03 10:44:40.643,2021/04/14 8:13:54.386,"0","1"
1021,"87259422",2021,5,16,9,11,"2",2021/04/03 10:44:54.799,2021/04/14 8:14:14.003,"0","1"
1022,"84134418",2021,5,16,9,11,"2",2021/04/03 10:45:08.207,2021/04/14 8:14:28.122,"0","1"
1023,"86315881",2021,5,16,9,11,"2",2021/04/03 10:45:19.289,2021/04/14 8:14:41.896,"0","1"
1024,"83920187",2021,5,16,9,11,"2",2021/04/03 10:45:30.290,2021/04/14 8:14:54.999,"0","1"
1025,"86583243",2021,5,16,9,11,"2",2021/04/03 10:45:43.446,2021/04/14 8:15:09.335,"0","1"
1026,"86583931",2021,5,16,9,11,"2",2021/04/03 10:45:56.941,2021/04/14 8:15:22.607,"0","1"
1027,"87328259",2021,5,16,9,11,"2",2021/04/03 10:46:09.692,2021/04/14 8:15:36.618,"0","1"
1028,"87328230",2021,5,16,9,11,"2",2021/04/03 10:46:22.470,2021/04/14 8:15:49.333,"0","1"
1029,"87542606",2021,5,16,9,11,"2",2021/04/03 10:46:35.221,2021/04/14 8:16:02.708,"0","1"
1030,"87542615",2021,5,16,9,11,"2",2021/04/03 10:46:47.659,2021/04/14 8:16:16.354,"0","1"
1031,"86576180",2021,5,16,9,11,"2",2021/04/03 10:47:00.328,2021/04/14 8:16:29.899,"0","1"
1032,"86573853",2021,5,16,9,11,"2",2021/04/03 10:47:13.238,2021/04/14 8:16:43.246,"0","1"
1033,"85634420",2021,5,16,9,11,"2",2021/04/03 10:47:26.484,2021/04/14 8:16:56.582,"0","1"
1034,"86817740",2021,5,16,9,11,"2",2021/04/03 10:47:39.663,2021/04/14 8:17:09.975,"0","1"
1035,"86818777",2021,5,22,9,11,"0",2021/04/03 10:47:51.350,2021/04/14 8:17:23.566,"0","1"
1036,"87058372",2021,5,22,9,11,"0",2021/04/03 10:48:04.687,2021/04/14 8:17:28.942,"0","1"
1037,"87244251",2021,5,22,9,11,"0",2021/04/03 10:48:18.910,2021/04/14 8:17:42.522,"0","1"
1038,"87244438",2021,5,22,9,11,"0",2021/04/03 10:48:36.470,2021/04/14 8:18:10.353,"0","1"
1039,"87244447",2021,5,22,9,11,"0",2021/04/03 10:48:52.166,2021/04/14 8:18:22.545,"0","1"
1040,"86146771",2021,5,22,9,11,"0",2021/04/03 10:49:06.217,2021/04/14 8:18:35.879,"0","1"
1041,"85632487",2021,5,22,9,11,"0",2021/04/03 10:49:21.493,2021/04/14 8:18:50.030,"0","1"
1042,"86601338",2021,5,22,9,11,"0",2021/04/03 10:49:36.966,2021/04/14 8:19:04.017,"0","1"
1043,"87107166",2021,5,22,9,11,"0",2021/04/03 10:49:48.391,2021/04/14 8:19:13.438,"0","1"
1044,"86280178",2021,5,22,9,11,"0",2021/04/03 10:49:59.244,2021/04/14 8:19:32.697,"0","1"
1045,"86281391",2021,5,22,9,11,"0",2021/04/03 10:50:14.922,2021/04/14 8:19:46.670,"0","1"
1046,"87540706",2021,5,22,9,11,"0",2021/04/03 10:50:27.749,2021/04/14 8:19:59.861,"0","1"
1047,"87531153",2021,5,22,9,11,"0",2021/04/03 10:50:40.627,2021/04/14 8:20:14.275,"0","1"
1048,"84808001",2021,5,1,15,18,"3",2021/04/03 11:01:59.112,2021/04/14 8:28:34.174,"0","1"
1049,"86329053",2021,5,1,15,18,"3",2021/04/03 11:02:08.388,2021/04/14 8:28:48.251,"0","1"
1050,"86560751",2021,5,1,15,18,"3",2021/04/03 11:02:19.756,2021/04/14 8:29:04.109,"0","1"
1051,"87242690",2021,5,1,15,18,"3",2021/04/03 11:02:33.308,2021/04/14 8:29:18.389,"0","1"
1052,"87328268",2021,5,1,15,18,"3",2021/04/03 11:02:49.129,2021/04/14 8:29:32.157,"0","1"
1053,"86585448",2021,5,1,15,18,"3",2021/04/03 11:03:01.775,2021/04/14 8:29:46.417,"0","1"
1054,"86314238",2021,5,1,15,18,"3",2021/04/03 11:03:13.503,2021/04/14 8:30:06.627,"0","1"
1055,"86814995",2021,5,1,15,18,"3",2021/04/03 11:03:26.429,2021/04/14 8:30:20.919,"0","1"
1056,"87086314",2021,5,3,15,18,"3",2021/04/03 11:03:38.448,2021/04/14 8:30:36.854,"0","1"
1057,"87088869",2021,5,3,15,18,"3",2021/04/03 11:03:49.757,2021/04/14 8:30:50.787,"0","1"
1058,"86936700",2021,5,3,15,18,"3",2021/04/03 11:04:02.365,2021/04/14 8:31:05.019,"0","1"
1059,"86949751",2021,5,3,15,18,"3",2021/04/03 11:04:14.570,2021/04/14 8:31:17.858,"0","1"
1060,"86936711",2021,5,3,15,18,"3",2021/04/03 11:04:26.945,2021/04/14 8:31:31.141,"0","1"
1061,"86329044",2021,5,22,15,18,"2",2021/04/03 11:04:36.502,2021/04/14 8:31:47.232,"0","1"
1062,"86757664",2021,5,22,15,18,"2",2021/04/03 11:04:48.278,2021/04/14 8:32:01.159,"0","1"
1063,"86757673",2021,5,22,15,18,"2",2021/04/03 11:05:00.771,2021/04/14 8:32:18.798,"0","1"
1064,"87483716",2021,5,22,15,18,"2",2021/04/03 11:05:13.802,2021/04/14 8:32:37.085,"0","1"
1065,"87692956",2021,5,22,15,18,"2",2021/04/03 11:05:25.487,2021/04/14 8:32:51.874,"0","1"
1066,"87900844",2021,5,22,15,18,"2",2021/04/03 11:05:38.185,2021/04/14 8:33:06.216,"0","1"
1067,"87780761",2021,5,22,15,18,"2",2021/04/03 11:05:49.660,2021/04/14 8:33:20.374,"0","1"
